NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
Helianthus mollis,ASTERACEAE,HEMO2,12-Sep-18,CBG-9991,9991,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna,West end of primary parcel,Scattered in sunny areas of preserve,"41°4' 30.04"" N","-87°35' 57.55"" W",41.07501,-87,GPS,WGS84,201,M,Marianne Hahn,Solidago gigantea:Solidago altissima:Calamagrostis canadensis:Salix sp.:Andropogon gerardii:Thelypteris palustris:Sorghastrum nutans:Coreopsis tripteris:Cassia fasciculata:Euthamia gymnospermoides,,plain,0,,,state land & water reserve,glacial outwash,Sand,296 plants sampled,600,40,P,,,D. Sollenberger:In Field:,"2:12 SEP 2018:CBG, Smithsonian",,,,,1,,ACH,2.5,dark brown,1-Feb-19,HELIANTHUS,mollis,2018,
Sporobolus texanus,POACEAE,SPTE5,,CBG-9997,9997,CBG,,"Wilson, D.C.",US,27E,Central Great Plains (Omernik),Oklahama,Comanche,Wichita Mountains National Wildlife Refuge,Boulder Creek Trail,"From Lawton, OK: Hwy 62 west to Cache. Take Hwy 115 north for 5 miles into NWR. Turn left (west) on Hwy 49 for about 3 miles. Take a left (south) for 2 about 2 miles to end of road where there is parking and take the trail. Plants start to be seen within 1/3 of a mile along trail.","34°42' 10.2"" N","98°40' 54.3"" W",34.70283,-98.68175,GPS,NAD83,"1,452",FT,USFWS,Ambrosia sp.:Artemisia ludoviciana:Artemisia dracunculus:Artemisia filifolia:Andropogon gerardii:Schizachyrium scoparium:Bouteloua gracilis:Bouteloua curtipendula:Croton texensis:Allium drummondii,Grazed,Rock outcops amongst Mised grass prairie,12,"SE, S",Tallgrass & shortgrass prairie big and little bluestem,Recreational,Sedimentary column in Amarillo Witchita uplist; Deocmposed Cambrian granit and gypsum; small outcrops of granite with Meers quartzite,Other : loamy sand,100 plants sampled,300,8,P,,,::,"2:31 AUG 2018:Smithsonian, Chicago Botanic Garden",,,,,1,Wilson2018-17,ACH,1,medium brown,19-Mar-19,SPOROBOLUS,texanus,,
Callicarpa americana,VERBENACEAE,CAAM2,5-Sep-18,CBG-10062,10062,CBG,,"Wilson, D. C.",US,36E,Ouachita Mountains (Omernik),Oklahama,McCurtain,Ouachita Mountains National Forest,"FS Rd 53,000, Cedar Creek, Hochatown","From Sallisaw, OK: drive south on Hwy 59 to Hwy 259. Continue south through Oucachita National Forest to Bethel. Continue south form Bethel on Hwy 259 for 10 miles. Look for FS Rd 53,000 on the right 5 miles north of Hochatown.","34°13' 03.1"" N","94°47' 51.7"" W",34.21752,-94.79769,GPS,NAD83,854,FT,USDA/US Forest Service,Platanus occidentalis:Quercus rubra:Quercus alba:Quercus stellata:Carya texana:Betula nigra:Conyza canadensis:Solidago ulmifolia:Cynodon dactylon:Toxicodendron radicans:Toxicodendron radicans:Platanus occidentalis:Betula nigra,"grazed by deer, turkey, small mammals",temporarily flooded floodplain forest,0,,,recreational timber production,Pleistocene created 345 million years ago; Cretaceous and Tertiary rocks and deposits of the Mississippi Embayment; same uplift that created the Appalachian Mountains,Other : sandy loam,50 plants sampled,250,400,P,,,::,2:05 SEP 2018:CBG and Smithsonian,,,6-Sep-18,,1,Wilson2018-22,LJP,3.5,dark brown,25-Jun-19,CALLICARPA,americana,2018,
Bouteloua hirsuta,POACEAE,BOHI2,8-Sep-18,CBG-10064,10064,CBG,,"Wilson, Denise C.",US,27E,Central Great Plains (Omernik),Oklahama,Comanche,Wichita Mountains National Wildlife Refuge,Boulder Creek Trail,"From Lawton, Oklahoma: Hwy 62 west to Cache. Take Hwy 115 north for 5 miles into NWR. Turn left (west) on Hwy 49 for about 3 miles. Take a left (south) for about 2 miles to end of road where there is parking and take the trail. Plants start to be seen within 1/3 of a mile along trail.","34°42' 10.2"" N","98°40' 54.3"" W",34.70283,-98.68175,GPS,NAD83,1462,FT,USFWS,Ambrosia sp.:Artemisia ludoviciana:Artemisia filifolia:Artemisia dracunculus:Andropogon gerardii:Schizachyrium scoparium:Bouteloua gracilis:Bouteloua curtipendula:Bromus japonicus:Croton texensis:Echinocactus,Grazed,Rock outcrops amongst Mixed grass prairie,12,"SE, S",Tallgrass & shortgrass prairie big and little bluestem,Recreational,Sedimentary column in Amarillo Wichita uplift: Decomposed Cambrian granite and gypsum; small outcrops of granite with Meers quartzite,Other : loamy sand,100 plants sampled,1000,8,P,,,::,"2:08 SEP 2018:CBG, Smithsonian",,,,,1,Wilson2018-26,ACH,11.5,Medium brown,1-Feb-19,BOUTELOUA,hirsuta,2018,
Bouteloua gracilis,POACEAE,BOGR2,9-Sep-18,CBG-10065,10065,CBG,,"Wilson, D.C.",US,25E,Western High Plains (Omernik),Colorado,Baca,Comanche National Grasslands,Carizo Canyon,"From Colorado Springs take CO I-25 south 55 miles to Pueblo; turn east on US-50 for 66 miles to La Junta; take 109 south 48 miles to 160. Turn E for 24 miles to CR10. Drive south for 9 miles, then west on CR M for 5.5 miles, then drive SW for 1.9 on GR 539 to Carizo Canyon Picnic Area. Plants are at Campground, at bottomlands, and all along trails.","37°08' 07.1"" N","103°01' 03.2"" W",37.1353,-103.01755,GPS,NAD83,4756,FT,USDA/US Forest Service,Artemisia filifolia:Bouteloua hirsuta:Bouteloua curtipendula var. curtipendula:Andropogon gerardii:Bothriochloa laguroides:Schizachyrium scoparium:Yucca glauca:Echinocereus viridiflorus:Aristida purpurea:Eriogonum annuum:Cylindropuntia imbricata:Froelichia gracilis,trailside; grazed by pronghorn antelope,dry steppe; shortgrass prairie,0-2,"NE, E",dry steppe central shortgrass prairie in the southern high plains,recreational,"surface shales and limestone outcrops of the creataceous age, representing marine deposits of the Graneros Shale, Greenhorn Limestone, Carlile Shale and Niobrara Formations","Other : alkali, fine textured sand",100 plants sampled,1000,8,P,,,::,"2:09 SEP 2018:Smithsonian, Chicago Botanic Garden",,,,,1,Wilson2018-28,LJP,1.5,beige,25-Jun-19,BOUTELOUA,gracilis,2018,
Bouteloua hirsuta,POACEAE,BOHI2,9-Sep-18,CBG-10066,10066,CBG,,"Wilson, D.C.",US,25E,Western High Plains (Omernik),Colorado,Baca,Comanche National Grasslands,Carizo Canyon,"From Colorado Springs take CO I-25 south 55 miles to Pueblo; turn east on US-50 for 66 miles to La Junta. Take 109 south 48 miles to 160; turn E for 24 mi to CR 10; drive south for 9 miles, then west on CR M for 5.5 miles, then drive SW for 1.9 on GR 539 to Carrizo Canyon Picnic Area. Plants area at Campground, at bottomlands and all along trails.","37°08' 07.1"" N","103°01' 3.2"" W",37.1353,-103.01755,GPS,NAD83,4756,FT,USDA/US Forest Service,Artemisia filifolia:Bouteloua gracilis:Bouteloua curtipendula var. curtipendula:Andropogon gerardii:Bothriochloa laguroides:Schizachyrium scoparium:Yucca glauca:Echinocereus viridiflorus:Aristida purpurea:Eriogonum annuum:Cylindropuntia imbricata:Froelichia gracilis,trailside; grazed by pronghorn antelope,dry steppe; shortgrass prairie,0-2,"NE, E",dry steppe central shortgrass prairie in the southern high plains,recreational,"surface shales and limestone outcrops of the Cretaceous Age, representing marine deposits of the Graneros Shale, Greenhorn Limestone, Carlile Shale and Niobrara Formations","Other : Alkali, fine textured sand",100 plants sampled,1000,8,P,,,::,2::Smithsonian and Chicago Botanic Garden,,,,,1,Wilson2018-29,LJP,1,beige,25-Jun-19,BOUTELOUA,hirsuta,2018,
Alisma subcordatum,ALISMATACEAE,ALSU,24-Sep-18,CBG-10067,10067,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie,,"S side of 122nd Street, E of RR tracks","42°30' 16.92"" N","-87°48' 50"" W",42.5047,-87,GPS,,176,M,WDNR,Symphyotrichum puniceum:Polygonum punctatum:Leersia oryzoides:Typha angustifolia:Spartina pectinata:Schoenoplectus tabernaemontani:Helianthus grosseserratus:Argentina anserina:Potentilla anserina:Solanum dulcamara:Eutrochium maculatum:Cicuta maculata,,ditch,0,,sand prairie,state natural area,beach heads and sand bars of glacial lake Chicago,Sand,150 plants sampled,300,0.5,P,,,D. Sollenberger:In Field:,"2::CBG, Smithsonian",,,,,1,,ACH,0.5,black,1-Feb-19,ALISMA,subcordatum,2018,
Rumex orbiculatus,POLYGONACEAE,RUOR2,24-Sep-18,CBG-10068,10068,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie State Natural Area,,"2 swales east of RR tracks, south of 122nd Street","42°33' 56.12"" N","87°48' 57.85"" W",42.56558,-87.81606,,WGS84,179,M,WDNR,Mimulus ringens:Leersia oryzoides:Impatiens capensis:Iris virginica var. shrevei:Juncus canadensis:Polygonum amphibium:Calamagrostis canadensis:Cicuta maculata:Carex comosa:Eupatorium perfoliatum,,swales,0,,sand prairie,state natural area,post glacial Lake Chicago dune topography,Sand,261 plants sampled,600,20,P,,,D. Sollenberger:In Field:,2::,,,,,1,,ACH,,black,1-Feb-19,RUMEX,orbiculatus,2018,
Juncus canadensis,JUNCACEAE,JUCA3,24-Sep-18,CBG-10069,10069,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie State Natural Area,,"First swale east of RR tracks, south of 122nd Street","42°30' 21.89"" N","-87°48' 58.21"" W",42.50608,-87,GPS,WGS84,177,M,WDNR,Carex comosa:Leersia oryzoides:Rumex orbiculatus:Polygonum amphibium:Populus deltoides:Calamagrostis canadensis:Iris virginica var. shrevei,,swale,0,,sand prairie,state natural area,post glacial Lake Chicago dune topography,Sand,92 plants sampled,200,0.5,,,,D. Sollenberger:In Field:,::,,,,,1,,ACH,2,black,1-Feb-19,JUNCUS,canadensis,2018,
Helianthus divaricatus,ASTERACEAE,HEDI2,7-Sep-18,CBG-10076,10076,CBG,,"Wilson, D.C.",US,36E,Ouachita Mountains (Omernik),Oklahama,McCurtain,Ouachita Mountains National Forest,"FS Rd 54250, Hochatown","From Sallisaw, OK: drive south on Hwy 59 to Hwy 259. Continue south through Ouachita National Forest to Bethel. Continue south from Bethel on Hwy 259 for 10 miles. Look for FS Rd 54,250 on the left 8 miles north of Hochatown.","34°16' 09.6"" N","094°46' 37.3"" W",34.26933,-94.77702,,NAD83,988,FT,USDA/US Forest Service,Platanus occidentalis:Quercus rubra:Quercus alba:Quercus stellata:Carya texana:Betula nigra:Solidago ulmifolia:Cynodon dactylon:Verbena stricta:Echinacea angustifolia:Pinus echinata,"Grazed:Grazed by deer, turkey, small mammals","Wooded, hilly, pine forest",0-2,"E, SE, S",Pine forest,"Recreational, timber production",Pleistocene created 345 million years ago; Cretaceous and Tertiary rocks and deposits of the Mississippi Embayment; same uplift that created the Appalachian Mountains,Other : sandy loam,50 plants sampled,200,400,P,,,::,2:06 SEP 2018:Smithsonian and Chicago Botanic Garden,,,,,1,Wilson2018-27,LJP,1.25,dark brown,25-Jun-19,HELIANTHUS,divaricatus,2018,
Thelesperma filifolium,ASTERACEAE,THFI,31-Aug-18,CBG-10077,10077,CBG,,"Wilson, D. C.",US,27E,Central Great Plains (Omernik),Oklahama,Comanche,Wichita Mountains National Wildlife Refuge,Boulder Creek Trail,"From Lawton, Olklahoma: Hwy 62 west to Cache. Take Hwy 115 north for 5 miles into NWR. Turn left (west) on Hwy 49 for about 3 miles. Take a left (south) for about 2 miles to end of road where there is a parking lot and take the trail. Plants start to be seen within 1/3 of a mile along trail","34°42' 10.2"" N","98°40' 54.3"" W",34.70283,-98.68175,GPS,NAD83,1462,FT,USFWS,Allium drummondii:Ambrosia sp.:Artemisia ludoviciana:Artemisia filifolia:Artemisia dracunculus:Andropogon gerardii:Schizachyrium scoparium:Bouteloua gracilis:Bouteloua curtipendula:Croton texensis,Grazed,rock outcrops amongst mixed grass prairie,12,"SE, S",tallgrass and shortgrass prairie big and little bluestem,Recreational,Sedimentary column in Amarillo Wichita uplift; Deomposed Cambrian granite and gypsum; small outcrops of granite with Meers quartzite,Other : loamy sand,200 plants sampled,500,8,P,,,::,2:31 AUG 2018:Smithsonian and Chicago Botanic Garden,,,,,1,Wilson2018-23,LJP,1,medium brown,25-Jun-19,THELESPERMA,filifolium,2018,
Thalictrum revolutum,RANUNCULACEAE,THRE,17-Aug-18,CBG-10169,10169,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie,,"south unit, along service road that bisects the preserve east to west.","42°30' 0.68"" N","-87°48' 49.68"" W",42.50018,-87,GPS,WGS84,175,M,WDNR,Asclepias syriaca:Spartina pectinata:Symphyotrichum puniceum:Vitis riparia:Solidago altissima:Symphyotrichum puniceum:Symphyotrichum praealtum:Eupatorium maculatum:Eutrochium maculatum,,plain,0,,wet sand prairie,state natural area,beach formations of glacial lake Chicago,Sand,50 plants sampled,80,1,P,,,D. Sollenberger:In Field:,0::,,,,,1,,ACH,5,dark brown,1-Feb-19,THALICTRUM,revolutum,2018,
Lythrum alatum,LYTHRACEAE,LYAL4,3-Oct-18,CBG-10184,10184,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie State Natural Area,,"south unit, north side of 122 street, east of RR tracks","42°30' 29.09"" N","-87°48' 52.6"" W",42.50808,-87,GPS,WGS84,183,M,WDNR,Cladium mariscoides:Calamagrostis canadensis:Hypericum kalmianum:Euthamia graminifolia:Rhamnus frangula:Helenium autumnale:Lysimachia quadriflora,,panne,0,,wet sand prairie,state natural area,lake side sand topography - glacial lake Chicago,,77 plants sampled,90,10,P,,,D. Sollenberger:In Field:,2:03 OCT 2018:,,,,,1,,ACH,1.5,,1-Feb-19,LYTHRUM,alatum,2018,
Sporobolus heterolepis,POACEAE,SPHE,3-Oct-18,CBG-10185,10185,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie State Natural Area,,South east of 3rd Avenue and 102 Street intersection,"42°31' 19.67"" N","87°48' 51.95"" W",42.52213,-87.81443,GPS,WGS84,177,M,WDNR,Gentianopsis crinita:Schizachyrium scoparium:Oligoneuron album:Aster oolentangiensis:Hypericum kalmianum:Symphyotrichum novae-angliae:Andropogon gerardii:Sorghastrum nutans:Sorghastrum nutans:Symphyotrichum ericoides:Liatris aspera:Euthamia graminifolia:Pycnanthemum virginianum:Gentiana crinita:Silphium integrifolium:Panicum virgatum,,undulating plain,0,,sand prairie,state natural area,lake border dune topography - glacial lake Chicago,Sand,302 plants sampled,600,10,P,,,D. Sollenberger:In Field:,2:03 OCT 2018:Chicago Botanic Garden and Smithsonian,,,,,1,,LJP,2,dark brown,25-Jun-19,SPOROBOLUS,heterolepis,2018,
Verbena hastata,VERBENACEAE,VEHA2,7-Sep-18,CBG-10186,10186,CBG,,"Wilson, D.C.",US,36E,Ouachita Mountains (Omernik),Oklahama,McCurtain,Ouachita Mountains National Forest,"FS Rd 54, 250 Hochatown","From Sallisaw, OK: drive south on Hwy 59 to Hwy 259. Continue south through Ouachita National Forest to Bethel. Continue south from Bethel on Hwy 259 for 10 miles. Look for FS Rd 54,250 on the left 8 miles north of Hochatown.","34°16' 9.6"" N","94°46' 37.3"" W",34.26933,-94.77702,GPS,NAD83,988,FT,USDA/US Forest Service,Platanus occidentalis:Quercus rubra:Quercus alba:Quercus stellata:Carya texana:Betula nigra:Solidago ulmifolia:Cynodon dactylon:Echinacea angustifolia:Pinus echinata,"Grazed:grazed by deer, turkey and small mammals","Wooded, hilly, pine forest",0-2,"E, SE, S",Hilly pine forest,"Recreational, timber production",Pleistocene created 345 million years ago; Cretaceous and Tertiary rocks and deposits of the Mississippi Embayment; same uplift that created the Appalachian Mountains,Other : sandy loam,50 plants sampled,50,400,P,,,::,2:06 SEP 2018:Smithsonian and Chicago Botanic Garden,,,,,,Wilson2108-24,LJP,2.75,dark brown,25-Jun-19,VERBENA,hastata,2018,
Parnassia glauca,PARNASSIACEAE,PAGL3,10-Oct-18,CBG-10187,10187,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie State Natural Area,,Scattered in wet sand flats and prairie fens,"42°30' 7.99"" N","87°48' 52.24"" W",42.50221,-87.81451,GPS,WGS84,177,M,WDNR,Triglochin maritima:Dasiphora fruticosa:Gentianopsis crinita:Carex sterilis:Oligoneuron ohioense:Lysimachia quadriflora:Andropogon gerardii:Solidago uliginosa:Symphyotrichum boreale:Hypericum kalmianum:Cornus stolonifera:Liatris spicata:Oxypolis rigidior,,plain,0,,prairie fen,state natural area,,: sapric peat,45 plants sampled,200,,P,,,D. Sollenberger:In Field:,0::,,,,,1,,LJP,,black,25-Jun-19,PARNASSIA,glauca,2018,
Oxypolis rigidior,APIACEAE,OXRI,2-Oct-18,CBG-10188,10188,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie State Natural Area,,Scattered in wet prairie throughout preserve,"42°30' 05.43"" N","87°48' 52.78"" W",42.5015,-87.81466,GPS,WGS84,,FT,WDNR,,,,0,,plain,state natural area,glacial lake Chicago dune topography,Sand,113 plants sampled,500,80,P,,,D. Sollenberger:In Field:,0::,,,10-Oct-18,,1,,LJP,4,black,25-Jun-19,OXYPOLIS,rigidior,2018,
Cicuta maculata var. maculata,APIACEAE,CIMAM,8-Aug-18,CBG-10189,10189,CBG,,"Kemper, M.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Washington,,,"SW 1/4 Section 14 T35-R2W Bolo Township. 2.5 miles east of Posen, IL. in swale of fallow field.","38°15' 32.04"" N","89°17' 21.91"" W",38.2589,-89.28941,Map,WGS84,475,FT,Private - Sherman,Festuca arundinacea:Apocynum cannabinum:Silphium perfoliatum:Cornus drummondii:Cirsium discolor:Ambrosia artemisiifolia:Lactuca canadensis:Campsis radicans:Campsis radicans:Teucrium canadense,Mowed,floodplain and side slopes and back slopes,2.5,,long term fallow cropland; wetland,long term fallow cropland,floodplain and till plain,Other : silt loam,120 plants sampled,1000,0.2,P,,,::,"2:15 JUL 2018:CBG, Smithsonian",,,13-Aug-18,,1,709c,ACH,5.5,dark grayish brown and dark yellowish brown,1-Feb-19,CICUTA,maculata,2018,
Hydrangea arborescens,HYDRANGEACEAE,HYAR,8-Aug-18,CBG-10190,10190,CBG,,"Kemper, M.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Washington,,,"SW 1/4 Section 19 T35-R2W Bolo Township; 1.5 miles WSW of Posen, IL. Plants at edge of mesic forest.","38°15' 03.42"" N","89°21' 55.66"" W",38.25095,-89.36546,Map,WGS84,470,FT,private - Pisecki,Acer saccharum:Platanus occidentalis:Leersia virginica:Polygonum virginianum:Boehmeria cylindrica:Rubus sp.:Rhus glabra:Diospyros virginiana:Sassafras albidum,,side slopes and back slopes,7.5,,Forest upland mesic (edge),"Forest wildlife, timber",till plain,Other : silt loam,65 plants sampled,150,0.1,P,,,::,"2:19 JUL 2018:CBG, Smithsonian",,,13-Aug-18,,1,708c,ACH,4.5,very dark grayish brown,1-Feb-19,HYDRANGEA,arborescens,2018,
Saururus cernuus,SAURURACEAE,SACE,25-Jul-18,CBG-10191,10191,CBG,,"Kemper, M.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Washington,,,"Extensively in 10'-50' wide zone at edge of clear lake approximately 2 miles NNW of Venedy, IL In Kaskaskia macrosite forest E !/2 Section 21 T1S-R5W","38°25' 40.08"" N","89°39' 16.06"" W",38.4278,-89.65446,Map,WGS84,405,FT,Private - Gerald Scanlan,Cephalanthus occidentalis:Scutellaria lateriflora:Alisma plantago-aquatica:Peltandra virginica:Salix nigra:Acer saccharinum:Fraxinus pennsylvanica:Typha latifolia:Hibiscus moscheutos,Flooded,floodplain,1,,wetland,wetland wildlife,floodplain,: silt loam,321 plants sampled,2000,0.2,P,,,::,"2:04 JUL 2018:CBG, Smithsonian",,,12-Aug-18,,1,707c,ACH,2,dark gray,1-Feb-19,SAURURUS,cernuus,2018,
Asclepias tuberosa,ASCLEPIADACEAE,ASTU,4-Oct-18,CBG-10192,10192,CBG,,"Wilson, D.C.",US,52E,Driftless Area (Omernik),Iowa,Winneshiek,Bluffton Fir Stand State Preserve,South and SW end of park,"From Decorah in northeastern Iowa: follow Hwy 9 north to Hwy 52, continue north to Pole LIne Rd. Go west to Bluffton Rd. Go north all the way to Bluffton and through town and over the river. Pick up West Ravine Rd. which is the eastern most boundary of the park. Continue to Woodland and 310, the southern most boundary roads. Turn right (north) on Chimney Rock. Plants are found along this road and in a prairie 1 mile.","43°23' 21.6"" N","91°56' 54.6"" W",43.38933,-91.9485,GPS,NAD83,1182,FT,IDNR,Sorghastrum nutans:Spartina pectinata:Ambrosia sp.:Bromus inermis:Ratibida pinnata:Elymus canadensis:Asclepias speciosa:Solidago canadensis:Helianthus pauciflorus:Eryngium yuccifolium,Burned:Flooded,Paleozoic Plateau,0,,Tallgrass prairie with Sorghastrum nutans as dominant species,"Conservation, recreation",Cliffs of Galena Group dolomite of Ordovician age (450 mil yrs ago). Older shelves of tufa (porous lime deposits),Other : sandy loam,50 plants sampled,100,40,P,,,::,2:04 OCT 2018:Smithsonian and Chicago Botanic Garden,,,,,1,Wilson2018-31,LJP,1.2,light brown,25-Jun-19,ASCLEPIAS,tuberosa,2018,
Doellingeria umbellata,ASTERACEAE,DOUM2,17-Oct-18,CBG-10194,10194,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna,,north of trail head,"41°4' 32.3"" N","-87°35' 54.31"" W",41.07563,-87,,WGS84,200,M,Marianne Hahn,Rubus flagellaris:Euthamia gymnospermoides:Andropogon gerardii:Spiraea tomentosa:Chamaecrista fasciculata:Juncus canadensis:Rhynchospora capitellata:Rhexia virginica,,plain,0,,sand savanna,state land and water reserve,flacial outwash deposits,Sand,219 plants sampled,1000,8,P,,,D. Sollenberger:In Field:,"2:17 OCT 2018:CBG, Smithsonian",,,,,1,,ACH,2,dark brown,1-Feb-19,DOELLINGERIA,umbellata,2018,
Physostegia virginiana ssp. praemorsa,LAMIACEAE,PHVIP2,17-Oct-18,CBG-10229,10229,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna Land and Water Reserve,,"north edge of section with trail, west of drainage ditch (edge of woods)","41°4' 34.28"" N","87°35' 46.32"" W",41.07618,-87.5962,GPS,WGS84,204,M,Marianne Hahn,Quercus macrocarpa:Andropogon gerardii:Quercus velutina:Salix humilis:Solidago altissima:Rhus copallina var. latifolia:Symphyotrichum pilosum:Rubus sp.:Schizachyrium scoparium:Lespedeza capitata:Rudbeckia hirta:Euthamia gymnospermoides:Sorghastrum nutans,,low undulating hills,,,sand savanna,state land and water reserve,glacial outwash deposits,Sand,127 plants sampled,150,10,P,,,D. Sollenberger:In Field:,2:05 SEP 2018:Smithsonian and Chicago Botanic Garden,,,,,,,LJP,2.5,brown,25-Jun-19,PHYSOSTEGIA,virginiana,2018,
Eupatorium perfoliatum,ASTERACEAE,EUPE3,17-Oct-18,CBG-10230,10230,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna Land and Water Reserve,,"First trail on left from trail head, along trail","41°4' 31.37"" N","87°35' 57.77"" W",41.07538,-87.59938,GPS,WGS84,,FT,Marianne Hahn,Panicum virgatum:Spiraea tomentosa:Salix sp.:Sorghastrum nutans:Lespedeza capitata:Calamagrostis canadensis:Populus tremuloides:Quercus velutina:Scirpus cyperinus:Coreopsis tripteris:Rubus sp.,,plain,0,,sand savanna,state land and water reserve,,Sand,83 plants sampled,300,0.5,P,,,D. Sollenberger:In Field:,2:17 OCT 2018:Smithsonian and Chicago Botanic Garden,,,,,1,,LJP,2,dark brown,25-Jun-19,EUPATORIUM,perfoliatum,2018,
Dasiphora fruticosa,ROSACEAE,DAFR6,18-Oct-18,CBG-10266,10266,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie State Natural Area,,"southern unit, north of access road (trail), west end","42°30' 8.6"" N","87°48' 52.09"" W",42.50238,-87.81446,GPS,WGS84,180,M,WDNR,Oligoneuron ohioense:Solidago uliginosa:Triglochin maritima:Schoenoplectus acutus:Liatris spicata:Thelypteris palustris:Carex sterilis:Carex sp.:Rhamnus frangula:Cornus stolonifera:Hypericum kalmianum:Juncus canadensis:Gentianopsis crinita:Muhlenbergia glomerata,,peat dome,,,sand prairie,state natural area,,"Other : black muck, sapric peat",246 plants sampled,1000,2,P,,,D. Sollenberger:In Field:,2:18 OCT 2018:Chicago Botanic Garden and Smithsonian,,,,,1,,LJP,2.5,black,25-Jun-19,DASIPHORA,fruticosa,2018,
Muhlenbergia glomerata,POACEAE,MUGL3,18-Oct-18,CBG-10267,10267,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie State Natural Area,,,"42°30' 8.6"" N","87°48' 52.09"" W",42.50238,-87.81446,GPS,WGS84,,FT,WDNR,Oligoneuron ohioense:Triglochin maritima:Chelone glabra:Schoenoplectus acutus:Solidago uliginosa:Dasiphora fruticosa:Thelypteris palustris:Carex sterilis:Carex sp.:Rhamnus frangula:Cornus stolonifera:Hypericum kalmianum:Chelone glabra:Juncus canadensis:Gentianopsis crinita:Parnassia glauca,,peat dome,,,fen,state natural area,,Other : black muck (sapric peat),190 plants sampled,700,2,P,,,D. Sollenberger:In Field:,2:18 OCT 2018:Smithsonian and Chicago Botanic Garden,,,,,1,,LJP,2,black,25-Jun-19,MUHLENBERGIA,glomerata,2018,
Solidago uliginosa,ASTERACEAE,SOUL,18-Oct-18,CBG-10268,10268,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie State Natural Area,,"Southern unit, north of access road (trail) west end","42°30' 8.6"" N","87°48' 52.09"" W",42.50238,-87.81446,GPS,WGS84,180,M,WDNR,Oligoneuron ohioense:Muhlenbergia glomerata:Dasiphora fruticosa:Triglochin maritima:Chelone glabra:Schoenoplectus acutus:Liatris spicata:Dryopteris palustris:Thelypteris palustris:Carex sterilis:Carex sp.:Rhamnus frangula:Cornus stolonifera:Hypericum kalmianum:Juncus canadensis:Gentianopsis crinita:Parnassia glauca,,peat dome,,,fen,state natural area,,Other : black muck (sapric peat),168 plants sampled,400,1.5,,,,D. Sollenberger:In Field:,2:10 OCT 2018:Chicago Botanic Garden and Smithsonian,,,,,1,,LJP,2,black,25-Jun-19,SOLIDAGO,uliginosa,2018,
